file,code,offset,before_after_hex
Zaimu.dat,2551,8895745,36 38 2C 33 34 31 32 2C 33 30 36 37 3A 32 32 36 39 2C 81 7C 37 39 31 2C 32 35 35 31 20 68 74 74 70 73 3A 2F 2F 77 77 77 2E 68 61 67 6F 72 6F 6D 6F 66 6F 6F
Zaimu.dat,2551,10246195,81 42 8C F6 93 49 8E 91 8B E0 82 CD 8A AE 8D CF 2C 2D 3A 31 39 35 32 2C 32 35 35 31 2C 32 33 31 34 2C 31 36 32 34 2C 32 36 31 39 BE 40 00 1D 68 74 74 70 73
Zaimu.dat,2551,11460059,31 34 37 39 2C 33 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 38 32 35 35 31 2C 34 00 00 00 00 00 00 00 00 37 34 2C 36 34 36 38 39 00 00 00 00 00 00
Zaimu.dat,2902,3185601,87 95 A8 90 B6 8E 59 37 2C 34 37 32 37 2C 32 38 36 35 2C 32 32 38 37 2C 32 39 30 32 3A 35 34 37 34 2C 35 39 30 35 2C 33 38 1C 68 74 74 70 73 3A 2F 2F 77 77
Zaimu.dat,2902,11494229,33 8C 8E 2C 32 30 32 00 00 00 00 00 F8 84 40 00 00 00 00 00 70 7E 40 3A 32 39 30 32 36 2C 32 00 00 00 00 00 E0 80 40 30 33 2C 33 38 30 34 35 00 00 00 00 00
Zaimu.dat,3057,2317635,8B C9 8D DE 82 E0 8C 70 91 B1 38 36 34 2C 32 33 31 35 2C 32 35 34 35 2C 33 30 35 37 3A 33 37 33 35 2C 32 31 38 32 2C 31 38 35 37 2C 32 31 1D 68 74 74 70 3A
Zaimu.dat,3066,924275,AD 89 BB 92 86 2C 33 31 37 31 36 3A 34 35 32 31 37 2C 33 38 31 38 36 2C 33 30 36 36 39 2C 33 33 34 33 31 3A 32 37 37 36 36 16 68 74 74 70 3A 2F 2F 77 77 77
Zaimu.dat,3260,8988702,8F EA 94 70 8E 7E 32 30 36 34 38 2C 31 34 32 32 35 2C 32 39 37 36 32 2C 33 32 36 30 39 3A 32 35 33 32 32 2C 32 30 1C 68 74 74 70 73 3A 2F 2F 77 77 77 2E 70
Zaimu.dat,3260,12381369,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 32 31 30 33 32 36 30 39 8C 8E 33 30 93 FA 00 00 00 00 00 00 06 2D 32 38 2E 31 20 00 00 00 00
Zaimu.dat,3346,3632719,8E 2C 32 30 32 30 94 4E 33 8C 8E 2C 32 30 31 39 94 4E 33 8C 8E 3A 36 33 33 33 34 36 2C 35 32 32 39 33 36 2C 34 37 33 31 30 39 2C 34 39 37 37 30 31 3A 36 30
Zaimu.dat,3346,20125152,92 B7 91 A3 90 69 8D DC 82 C9 82 E0 92 8D 97 CD 30 39 3A 33 37 36 36 2C 33 33 34 36 2C 32 30 30 31 2C 31 35 31 32 2C 31 30 37 37 3A 33 38 30 30 2C 33 33 38
Zaimu.dat,3384,5397222,8F AC 8C 61 83 70 83 43 83 76 82 AA 8E E5 97 CD 35 33 2C 34 36 32 38 2C 33 33 38 34 2C 37 31 33 2C 31 32 37 35 3A 32 35 35 38 2C 34 39 34 36 2C 33 37 38 31
Zaimu.dat,3384,8057287,33 30 39 39 32 34 2C 35 38 36 36 38 32 34 2C 36 32 34 31 34 32 32 2C 36 33 33 38 34 39 30 3A 34 36 32 33 30 2C 31 34 33 34 36 30 2C 32 31 31 38 34 31 2C 33
Zaimu.dat,3384,8648844,2C 32 30 31 39 94 4E 33 8C 8E 3A 33 31 35 33 35 2C 33 33 37 39 36 2C 33 33 33 38 34 2C 33 34 37 33 37 3A 39 33 33 2C 31 38 32 34 2C 31 36 30 35 2C 31 35 36
