line_no,code,text,encoding
575,4331,"4331,テイクアンド,1,0,0,1,テイクアンドギヴ・ニーズ,33,0,33,0,4331",cp932
576,4333,"4333,東邦システム,1,0,0,1,東邦システムサイエンス,31,0,31,0,4333",cp932
577,4337,"4337,ぴあ,1,1,0,1,ぴあ,33,0,33,0,4337",cp932
578,4343,"4343,イオンファン,1,0,0,1,イオンファンタジー,33,0,33,0,4343",cp932
579,4344,"4344,ソースネクス,1,0,0,1,ソースネクスト,31,0,31,0,4344",cp932
580,4345,"4345,シーティーエ,1,0,0,1,シーティーエス,33,0,33,0,4345",cp932
581,4348,"4348,インフォコム,1,0,0,0,インフォコム,33,1,33,1,4348",cp932
582,4362,"4362,日本精化,1,1,0,1,日本精化,7,0,7,0,4362",cp932
583,4368,"4368,扶桑化学工業,1,0,0,1,扶桑化学工業,7,0,7,0,4368",cp932
584,4369,"4369,トリケミカル,1,0,0,1,トリケミカル研究所,7,0,7,0,4369",cp932
585,4373,"4373,シンプレクス,1,0,0,1,シンプレクス・ホールディングス,31,0,31,0,4373",cp932
586,4384,"4384,ラクスル,1,0,0,1,ラクスル,31,0,31,0,4384",cp932
587,4385,"4385,メルカリ,1,0,0,1,メルカリ,31,0,31,0,4385",cp932
588,4390,"4390,ＩＰＳ,1,0,0,1,ＩＰＳ,31,0,31,0,4390",cp932
589,4392,"4392,ＦＩＧ,1,0,0,1,ＦＩＧ,31,0,31,0,4392",cp932
590,4396,"4396,システムサポ,1,0,0,1,システムサポートホールディングス,31,0,31,0,4396",cp932
591,4401,"4401,ＡＤＥＫＡ,1,0,0,1,ＡＤＥＫＡ,7,0,7,0,4401",cp932
592,4403,"4403,日油,1,0,0,1,日油,7,0,7,1,4403",cp932
593,4410,"4410,ハリマ化成グ,1,0,0,1,ハリマ化成グループ,7,0,7,0,4410",cp932
594,4413,"4413,ボードルア,1,0,0,1,ボードルア,31,0,31,0,4413",cp932
595,4432,"4432,ウイングアー,1,0,0,1,ウイングアーク１ｓｔ,31,0,31,0,4432",cp932
596,4433,"4433,ヒト・コミュ,1,0,0,1,ヒト・コミュニケーションズ・ホールディングス,31,0,31,0,4433",cp932
597,4443,"4443,Ｓａｎｓａｎ,1,1,0,1,Ｓａｎｓａｎ,31,0,31,0,4443",cp932
598,4446,"4446,Ｌｉｎｋ－Ｕ,1,0,0,1,Ｌｉｎｋ－Ｕグループ,31,0,31,0,4446",cp932
599,4449,"4449,ギフティ,1,0,0,1,ギフティ,31,0,31,0,4449",cp932
600,4452,"4452,花王,1,1,1,1,花王,7,0,7,1,4452",cp932
601,4461,"4461,第一工業製薬,1,0,0,1,第一工業製薬,7,0,7,0,4461",cp932
602,4462,"4462,石原ケミカル,1,0,0,1,石原ケミカル,7,0,7,0,4462",cp932
603,4471,"4471,三洋化成工業,1,0,0,1,三洋化成工業,7,0,7,0,4471",cp932
604,4480,"4480,メドレー,1,0,0,1,メドレー,31,0,31,0,4480",cp932
605,4481,"4481,ベース,1,0,0,1,ベース,31,0,31,0,4481",cp932
606,4483,"4483,ＪＭＤＣ,1,0,0,1,ＪＭＤＣ,31,0,31,0,4483",cp932
607,4502,"4502,武田薬品工業,1,0,1,1,武田薬品工業,8,0,8,1,4502",cp932
608,4503,"4503,アステラス製,1,0,1,1,アステラス製薬,8,0,8,1,4503",cp932
609,4506,"4506,住友ファーマ,1,1,1,1,住友ファーマ,8,0,8,1,4506",cp932
610,4507,"4507,塩野義製薬,1,0,1,1,塩野義製薬,8,0,8,1,4507",cp932
611,4516,"4516,日本新薬,1,0,0,1,日本新薬,8,0,8,1,4516",cp932
612,4519,"4519,中外製薬,1,0,1,1,中外製薬,8,0,8,1,4519",cp932
613,4521,"4521,科研製薬,1,0,0,1,科研製薬,8,0,8,1,4521",cp932
614,4523,"4523,エーザイ,1,0,1,1,エーザイ,8,0,8,1,4523",cp932
615,4526,"4526,理研ビタミン,1,0,0,1,理研ビタミン,4,0,4,0,4526",cp932
616,4527,"4527,ロート製薬,1,0,0,1,ロート製薬,8,0,8,1,4527",cp932
617,4528,"4528,小野薬品工業,1,0,0,1,小野薬品工業,8,0,8,1,4528",cp932
618,4530,"4530,久光製薬,1,0,0,1,久光製薬,8,0,8,0,4530",cp932
619,4534,"4534,持田製薬,1,5,0,1,持田製薬,8,0,8,0,4534",cp932
620,4536,"4536,参天製薬,1,0,0,1,参天製薬,8,0,8,1,4536",cp932
621,4538,"4538,扶桑薬品工業,1,0,0,1,扶桑薬品工業,8,0,8,0,4538",cp932
622,4540,"4540,ツムラ,1,0,0,1,ツムラ,8,0,8,0,4540",cp932
623,4543,"4543,テルモ,1,0,1,1,テルモ,19,0,19,1,4543",cp932
624,4544,"4544,Ｈ．Ｕ．グル,1,5,0,1,Ｈ．Ｕ．グループホールディングス,33,0,33,0,4544",cp932
625,4547,"4547,キッセイ薬品,1,0,0,1,キッセイ薬品工業,8,0,8,0,4547",cp932
626,4548,"4548,生化学工業,1,0,0,1,生化学工業,8,0,8,0,4548",cp932
627,4549,"4549,栄研化学,1,0,0,1,栄研化学,8,0,8,0,4549",cp932
628,4551,"4551,鳥居薬品,1,1,0,1,鳥居薬品,8,0,8,0,4551",cp932
629,4552,"4552,ＪＣＲファー,1,0,0,1,ＪＣＲファーマ,8,0,8,1,4552",cp932
630,4553,"4553,東和薬品,1,1,0,1,東和薬品,8,0,8,1,4553",cp932
631,4554,"4554,富士製薬工業,1,0,0,1,富士製薬工業,8,0,8,0,4554",cp932
632,4559,"4559,ゼリア新薬工,1,0,0,1,ゼリア新薬工業,8,0,8,0,4559",cp932
633,4565,"4565,ネクセラファ,1,0,0,1,ネクセラファーマ,8,0,8,0,4565",cp932
634,4568,"4568,第一三共,1,0,1,1,第一三共,8,0,8,1,4568",cp932
635,4569,"4569,杏林製薬,1,0,0,1,杏林製薬,8,0,8,0,4569",cp932
636,4574,"4574,大幸薬品,1,1,0,1,大幸薬品,8,0,8,0,4574",cp932
637,4577,"4577,ダイト,1,1,0,1,ダイト,8,0,8,0,4577",cp932
638,4578,"4578,大塚ホールデ,1,0,1,1,大塚ホールディングス,8,0,8,1,4578",cp932
639,4587,"4587,ペプチドリー,1,0,0,1,ペプチドリーム,8,0,8,1,4587",cp932
640,4611,"4611,大日本塗料,1,0,0,1,大日本塗料,7,0,7,0,4611",cp932
641,4612,"4612,日本ペイント,1,0,0,1,日本ペイントホールディングス,7,0,7,1,4612",cp932
642,4613,"4613,関西ペイント,1,1,0,1,関西ペイント,7,0,7,1,4613",cp932
643,4617,"4617,中国塗料,1,0,0,1,中国塗料,7,0,7,0,4617",cp932
644,4626,"4626,太陽ホールデ,1,0,0,1,太陽ホールディングス,7,0,7,0,4626",cp932
645,4631,"4631,ＤＩＣ,1,0,1,1,ＤＩＣ,7,0,7,1,4631",cp932
646,4633,"4633,サカタインク,1,0,0,1,サカタインクス,7,0,7,0,4633",cp932
647,4634,"4634,ａｒｔｉｅｎ,1,0,0,1,ａｒｔｉｅｎｃｅ,7,0,7,0,4634",cp932
648,4641,"4641,アルプス技研,1,1,0,1,アルプス技研,33,0,33,0,4641",cp932
649,4658,"4658,日本空調サー,1,0,0,1,日本空調サービス,33,0,33,0,4658",cp932
650,4661,"4661,オリエンタル,1,0,0,1,オリエンタルランド,33,0,33,1,4661",cp932
651,4662,"4662,フォーカスシ,1,1,0,1,フォーカスシステムズ,31,0,31,0,4662",cp932
652,4665,"4665,ダスキン,1,0,0,1,ダスキン,33,0,33,0,4665",cp932
653,4666,"4666,パーク２４,1,1,0,1,パーク２４,26,0,26,0,4666",cp932
654,4668,"4668,明光ネットワ,1,0,0,1,明光ネットワークジャパン,33,0,33,0,4668",cp932
655,4674,"4674,クレスコ,1,0,0,1,クレスコ,31,0,31,0,4674",cp932
656,4676,"4676,フジ・メディ,1,0,0,1,フジ・メディア・ホールディングス,31,0,31,0,4676",cp932
657,4680,"4680,ラウンドワン,1,0,0,1,ラウンドワン,33,0,33,0,4680",cp932
658,4681,"4681,リゾートトラ,1,0,0,1,リゾートトラスト,33,0,33,0,4681",cp932
659,4684,"4684,オービック,1,0,0,1,オービック,31,0,31,1,4684",cp932
660,4686,"4686,ジャストシス,1,0,0,1,ジャストシステム,31,0,31,1,4686",cp932
661,4687,"4687,ＴＤＣソフト,1,0,0,1,ＴＤＣソフト,31,0,31,0,4687",cp932
662,4689,"4689,ＬＩＮＥヤフ,1,0,1,1,ＬＩＮＥヤフー,31,0,31,1,4689",cp932
663,4694,"4694,ビー・エム・,1,0,0,1,ビー・エム・エル,33,0,33,0,4694",cp932
664,4704,"4704,トレンドマイ,1,0,1,1,トレンドマイクロ,31,0,31,1,4704",cp932
665,4709,"4709,ＩＤホールデ,1,0,0,1,ＩＤホールディングス,31,0,31,0,4709",cp932
666,4714,"4714,リソー教育,1,0,0,1,リソー教育,33,0,33,0,4714",cp932
667,4718,"4718,早稲田アカデ,1,0,0,1,早稲田アカデミー,33,0,33,0,4718",cp932
668,4719,"4719,アルファシス,1,0,0,1,アルファシステムズ,31,0,31,0,4719",cp932
669,4722,"4722,フューチャー,1,0,0,1,フューチャー,31,0,31,0,4722",cp932
670,4725,"4725,ＣＡＣ　Ｈｏ,1,0,0,1,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,31,0,31,0,4725",cp932
671,4726,"4726,ＳＢテクノロ,1,0,0,0,ＳＢテクノロジー,33,1,33,0,4726",cp932
672,4732,"4732,ユー・エス・,1,0,0,1,ユー・エス・エス,33,0,33,1,4732",cp932
673,4733,"4733,オービックビ,1,0,0,1,オービックビジネスコンサルタント,31,0,31,0,4733",cp932
674,4743,"4743,アイティフォ,1,0,0,1,アイティフォー,31,0,31,0,4743",cp932
675,4751,"4751,サイバーエー,1,0,1,1,サイバーエージェント,33,0,33,0,4751",cp932
676,4755,"4755,楽天グループ,1,1,0,1,楽天グループ,33,0,33,0,4755",cp932
677,4763,"4763,クリーク・ア,1,0,0,1,クリーク・アンド・リバー社,33,0,33,0,4763",cp932
678,4765,"4765,ＳＢＩグロー,1,0,0,1,ＳＢＩグローバルアセットマネジメント,33,0,33,0,4765",cp932
679,4768,"4768,大塚商会,1,1,0,1,大塚商会,31,0,31,1,4768",cp932
680,4776,"4776,サイボウズ,1,0,0,1,サイボウズ,31,0,31,0,4776",cp932
681,4784,"4784,ＧＭＯインタ,1,0,0,1,ＧＭＯインターネット,33,0,33,0,4784",cp932
682,4792,"4792,山田コンサル,1,0,0,1,山田コンサルティンググループ,33,0,33,0,4792",cp932
683,4801,"4801,セントラルス,1,0,0,1,セントラルスポーツ,33,0,33,0,4801",cp932
684,4809,"4809,パラカ,1,0,0,1,パラカ,26,0,26,0,4809",cp932
685,4812,"4812,電通総研,1,1,0,1,電通総研,31,0,31,1,4812",cp932
686,4813,"4813,ＡＣＣＥＳＳ,1,0,0,1,ＡＣＣＥＳＳ,31,0,31,0,4813",cp932
687,4819,"4819,デジタルガレ,1,0,0,1,デジタルガレージ,31,0,31,1,4819",cp932
688,4820,"4820,イーエムシス,1,0,0,1,イーエムシステムズ,31,0,31,0,4820",cp932
689,4825,"4825,ウェザーニュ,1,0,0,1,ウェザーニューズ,31,0,31,0,4825",cp932
690,4826,"4826,ＣＩＪ,1,0,0,1,ＣＩＪ,31,0,31,0,4826",cp932
691,4828,"4828,ビジネスエン,1,0,0,1,ビジネスエンジニアリング,31,0,31,0,4828",cp932
692,4839,"4839,ＷＯＷＯＷ,1,0,0,1,ＷＯＷＯＷ,31,0,31,0,4839",cp932
693,4847,"4847,インテリジェ,1,0,0,1,インテリジェント　ウェイブ,31,0,31,0,4847",cp932
694,4848,"4848,フルキャスト,1,0,0,1,フルキャストホールディングス,33,0,33,1,4848",cp932
695,4849,"4849,エン・ジャパ,1,0,0,1,エン・ジャパン,33,0,33,1,4849",cp932
696,4886,"4886,あすか製薬ホ,1,0,0,1,あすか製薬ホールディングス,8,0,8,0,4886",cp932
697,4887,"4887,サワイグルー,1,0,0,1,サワイグループホールディングス,8,0,8,1,4887",cp932
698,4901,"4901,富士フイルム,1,0,1,1,富士フイルムホールディングス,7,0,7,1,4901",cp932
699,4902,"4902,コニカミノル,1,0,1,1,コニカミノルタ,16,0,16,0,4902",cp932
700,4911,"4911,資生堂,1,1,1,1,資生堂,7,0,7,1,4911",cp932
701,4912,"4912,ライオン,1,0,0,1,ライオン,7,0,7,1,4912",cp932
702,4914,"4914,高砂香料工業,1,0,0,1,高砂香料工業,7,0,7,0,4914",cp932
703,4917,"4917,マンダム,1,0,0,1,マンダム,7,0,7,0,4917",cp932
704,4919,"4919,ミルボン,1,0,0,1,ミルボン,7,0,7,0,4919",cp932
705,4922,"4922,コーセー,1,0,0,1,コーセー,7,0,7,1,4922",cp932
706,4923,"4923,コタ,1,0,0,1,コタ,7,0,7,0,4923",cp932
707,4927,"4927,ポーラ・オル,1,0,0,1,ポーラ・オルビスホールディングス,7,0,7,1,4927",cp932
708,4928,"4928,ノエビアホー,1,0,0,1,ノエビアホールディングス,7,0,7,0,4928",cp932
709,4931,"4931,新日本製薬,1,0,0,1,新日本製薬,7,0,7,0,4931",cp932
710,4933,"4933,Ｉ－ｎｅ,1,1,0,1,Ｉ－ｎｅ,7,0,7,0,4933",cp932
711,4951,"4951,エステー,1,0,0,1,エステー,7,0,7,0,4951",cp932
712,4956,"4956,コニシ,1,0,0,1,コニシ,7,0,7,0,4956",cp932
713,4958,"4958,長谷川香料,1,0,0,1,長谷川香料,7,0,7,0,4958",cp932
714,4967,"4967,小林製薬,1,0,0,1,小林製薬,7,0,7,1,4967",cp932
715,4968,"4968,荒川化学工業,1,0,0,1,荒川化学工業,7,0,7,0,4968",cp932
716,4971,"4971,メック,1,0,0,1,メック,7,0,7,0,4971",cp932
717,4973,"4973,日本高純度化,1,0,0,1,日本高純度化学,7,0,7,0,4973",cp932
718,4974,"4974,タカラバイオ,1,0,0,1,タカラバイオ,7,0,7,0,4974",cp932
719,4975,"4975,ＪＣＵ,1,0,0,1,ＪＣＵ,7,0,7,0,4975",cp932
720,4980,"4980,デクセリアル,1,0,0,1,デクセリアルズ,7,0,7,0,4980",cp932
721,4985,"4985,アース製薬,1,0,0,1,アース製薬,7,0,7,0,4985",cp932
722,4996,"4996,クミアイ化学,1,0,0,1,クミアイ化学工業,7,0,7,0,4996",cp932
723,4997,"4997,日本農薬,1,0,0,1,日本農薬,7,0,7,0,4997",cp932
724,5011,"5011,ニチレキグル,1,0,0,1,ニチレキグループ,9,0,9,0,5011",cp932
725,5016,"5016,ＪＸ金属,1,1,0,1,ＪＸ金属,14,0,14,0,5016",cp932
726,5017,"5017,富士石油,1,0,0,1,富士石油,9,0,9,0,5017",cp932
727,5019,"5019,出光興産,1,0,1,1,出光興産,9,0,9,1,5019",cp932
728,5020,"5020,ＥＮＥＯＳホ,1,0,1,1,ＥＮＥＯＳホールディングス,9,0,9,1,5020",cp932
729,5021,"5021,コスモエネル,1,0,0,1,コスモエネルギーホールディングス,9,0,9,1,5021",cp932
730,5032,"5032,ＡＮＹＣＯＬ,1,0,0,1,ＡＮＹＣＯＬＯＲ,31,0,31,0,5032",cp932
731,5036,"5036,日本ビジネス,1,0,0,1,日本ビジネスシステムズ,31,0,31,0,5036",cp932
732,5074,"5074,テスホールデ,1,0,0,1,テスホールディングス,3,0,3,0,5074",cp932
733,5076,"5076,インフロニア,1,0,0,1,インフロニア・ホールディングス第１回社債型種類株式,3,0,3,1,5076",cp932
734,5101,"5101,横浜ゴム,1,0,1,1,横浜ゴム,10,0,10,1,5101",cp932
735,5105,"5105,ＴＯＹＯ　Ｔ,1,0,0,1,ＴＯＹＯ　ＴＩＲＥ,10,0,10,1,5105",cp932
736,5108,"5108,ブリヂストン,1,0,1,1,ブリヂストン,10,0,10,1,5108",cp932
737,5110,"5110,住友ゴム工業,1,0,0,1,住友ゴム工業,10,0,10,1,5110",cp932
738,5121,"5121,藤倉コンポジ,1,0,0,1,藤倉コンポジット,10,0,10,0,5121",cp932
739,5122,"5122,オカモト,1,1,0,1,オカモト,10,0,10,0,5122",cp932
740,5142,"5142,アキレス,1,0,0,1,アキレス,7,0,7,0,5142",cp932
741,5185,"5185,フコク,1,0,0,1,フコク,10,0,10,0,5185",cp932
742,5186,"5186,ニッタ,1,0,0,1,ニッタ,10,0,10,0,5186",cp932
743,5191,"5191,住友理工,1,0,0,1,住友理工,10,0,10,0,5191",cp932
744,5192,"5192,三ツ星ベルト,1,1,0,1,三ツ星ベルト,10,0,10,0,5192",cp932
745,5195,"5195,バンドー化学,1,0,0,1,バンドー化学,10,0,10,0,5195",cp932
746,5201,"5201,ＡＧＣ,1,0,1,1,ＡＧＣ,11,0,11,1,5201",cp932
747,5202,"5202,日本板硝子,1,1,1,1,日本板硝子,11,0,11,0,5202",cp932
748,5208,"5208,有沢製作所,1,0,0,1,有沢製作所,7,0,7,0,5208",cp932
749,5214,"5214,日本電気硝子,1,1,1,1,日本電気硝子,11,0,11,0,5214",cp932
750,5232,"5232,住友大阪セメ,1,0,1,1,住友大阪セメント,11,0,11,0,5232",cp932
751,5233,"5233,太平洋セメン,1,0,1,1,太平洋セメント,11,0,11,1,5233",cp932
752,5261,"5261,リソルホール,1,0,0,1,リソルホールディングス,33,0,33,0,5261",cp932
753,5262,"5262,日本ヒューム,1,0,0,1,日本ヒューム,11,0,11,0,5262",cp932
754,5269,"5269,日本コンクリ,1,0,0,1,日本コンクリート工業,11,0,11,0,5269",cp932
755,5288,"5288,アジアパイル,1,0,0,1,アジアパイルホールディングス,11,0,11,0,5288",cp932
756,5301,"5301,東海カーボン,1,0,1,1,東海カーボン,11,0,11,1,5301",cp932
757,5302,"5302,日本カーボン,1,0,0,1,日本カーボン,11,0,11,0,5302",cp932
758,5310,"5310,東洋炭素,1,0,0,1,東洋炭素,11,0,11,0,5310",cp932
759,5331,"5331,ノリタケ,1,0,0,1,ノリタケ,11,0,11,0,5331",cp932
760,5332,"5332,ＴＯＴＯ,1,0,1,1,ＴＯＴＯ,11,0,11,1,5332",cp932
761,5333,"5333,日本碍子,1,1,1,1,日本碍子,11,0,11,1,5333",cp932
762,5334,"5334,日本特殊陶業,1,0,0,1,日本特殊陶業,11,0,11,1,5334",cp932
763,5344,"5344,ＭＡＲＵＷＡ,1,0,0,1,ＭＡＲＵＷＡ,11,0,11,0,5344",cp932
764,5351,"5351,品川リフラク,1,0,0,1,品川リフラクトリーズ,11,0,11,0,5351",cp932
765,5352,"5352,黒崎播磨,1,0,0,1,黒崎播磨,11,0,11,0,5352",cp932
766,5357,"5357,ヨータイ,1,0,0,1,ヨータイ,11,0,11,0,5357",cp932
767,5384,"5384,フジミインコ,1,1,0,1,フジミインコーポレーテッド,11,0,11,0,5384",cp932
768,5393,"5393,ニチアス,1,0,0,1,ニチアス,11,0,11,1,5393",cp932
769,5401,"5401,日本製鉄,1,1,1,1,日本製鉄,12,0,12,0,5401",cp932
770,5406,"5406,神戸製鋼所,1,0,1,1,神戸製鋼所,12,0,12,0,5406",cp932
771,5408,"5408,中山製鋼所,1,0,0,1,中山製鋼所,12,0,12,0,5408",cp932
772,5410,"5410,合同製鐵,1,0,0,1,合同製鐵,12,0,12,0,5410",cp932
773,5411,"5411,ＪＦＥホール,1,0,1,1,ＪＦＥホールディングス,12,0,12,0,5411",cp932
774,5423,"5423,東京製鐵,1,0,0,1,東京製鐵,12,0,12,0,5423",cp932
775,5440,"5440,共英製鋼,1,0,0,1,共英製鋼,12,0,12,0,5440",cp932
776,5444,"5444,大和工業,1,0,0,1,大和工業,12,0,12,0,5444",cp932
777,5445,"5445,東京鐵鋼,1,0,0,1,東京鐵鋼,12,0,12,0,5445",cp932
778,5451,"5451,淀川製鋼所,1,0,0,1,淀川製鋼所,12,0,12,0,5451",cp932
779,5461,"5461,中部鋼鈑,1,1,0,1,中部鋼鈑,12,0,12,0,5461",cp932
780,5463,"5463,丸一鋼管,1,0,0,1,丸一鋼管,12,0,12,0,5463",cp932
781,5471,"5471,大同特殊鋼,1,0,0,1,大同特殊鋼,12,0,12,0,5471",cp932
782,5480,"5480,日本冶金工業,1,0,0,1,日本冶金工業,12,0,12,0,5480",cp932
783,5482,"5482,愛知製鋼,1,0,0,1,愛知製鋼,12,0,12,0,5482",cp932
784,5535,"5535,ミガロホール,1,0,0,1,ミガロホールディングス,26,0,26,0,5535",cp932
785,5541,"5541,大平洋金属,1,1,1,1,大平洋金属,12,0,12,0,5541",cp932
786,5563,"5563,新日本電工,1,0,0,1,新日本電工,12,0,12,0,5563",cp932
787,5602,"5602,栗本鐵工所,1,0,0,1,栗本鐵工所,12,0,12,0,5602",cp932
788,5631,"5631,日本製鋼所,1,0,1,1,日本製鋼所,15,0,15,1,5631",cp932
789,5632,"5632,三菱製鋼,1,0,0,1,三菱製鋼,12,0,12,0,5632",cp932
790,5659,"5659,日本精線,1,1,0,1,日本精線,12,0,12,0,5659",cp932
791,5702,"5702,大紀アルミニ,1,0,0,1,大紀アルミニウム工業所,14,0,14,0,5702",cp932
792,5703,"5703,日本軽金属ホ,1,0,1,1,日本軽金属ホールディングス,14,0,14,0,5703",cp932
793,5706,"5706,三井金属鉱業,1,0,1,1,三井金属鉱業,14,0,14,1,5706",cp932
794,5707,"5707,東邦亜鉛,1,0,1,1,東邦亜鉛,14,0,14,0,5707",cp932
795,5711,"5711,三菱マテリア,1,2,1,1,三菱マテリアル,14,0,14,0,5711",cp932
796,5713,"5713,住友金属鉱山,1,0,1,1,住友金属鉱山,14,0,14,1,5713",cp932
797,5714,"5714,ＤＯＷＡホー,1,0,1,1,ＤＯＷＡホールディングス,14,0,14,0,5714",cp932
798,5715,"5715,古河機械金属,1,1,0,1,古河機械金属,14,0,14,0,5715",cp932
799,5726,"5726,大阪チタニウ,1,0,0,1,大阪チタニウムテクノロジーズ,14,0,14,0,5726",cp932
800,5727,"5727,東邦チタニウ,1,0,0,1,東邦チタニウム,14,0,14,0,5727",cp932
801,5741,"5741,ＵＡＣＪ,1,0,0,1,ＵＡＣＪ,14,0,14,0,5741",cp932
802,5757,"5757,ＣＫサンエツ,1,1,0,1,ＣＫサンエツ,14,0,14,0,5757",cp932
803,5801,"5801,古河電気工業,1,2,1,1,古河電気工業,14,0,14,0,5801",cp932
804,5802,"5802,住友電気工業,1,0,1,1,住友電気工業,14,0,14,1,5802",cp932
805,5803,"5803,フジクラ,1,0,1,1,フジクラ,14,0,14,0,5803",cp932
806,5805,"5805,ＳＷＣＣ,1,0,0,1,ＳＷＣＣ,14,0,14,0,5805",cp932
807,5821,"5821,平河ヒューテ,1,0,0,1,平河ヒューテック,14,0,14,0,5821",cp932
808,5830,"5830,いよぎんホー,1,0,0,1,いよぎんホールディングス,22,0,22,0,5830",cp932
809,5831,"5831,しずおかフィ,1,0,0,1,しずおかフィナンシャルグループ,22,0,22,0,5831",cp932
810,5832,"5832,ちゅうぎんフ,1,0,0,1,ちゅうぎんフィナンシャルグループ,22,0,22,0,5832",cp932
811,5838,"5838,楽天銀行,1,1,0,1,楽天銀行,22,0,22,0,5838",cp932
812,5844,"5844,京都フィナン,1,0,0,1,京都フィナンシャルグループ,22,0,22,0,5844",cp932
813,5851,"5851,リョービ,1,1,0,1,リョービ,14,0,14,0,5851",cp932
814,5852,"5852,アーレスティ,1,0,0,1,アーレスティ,14,0,14,0,5852",cp932
815,5857,"5857,ＡＲＥホール,1,0,0,1,ＡＲＥホールディングス,14,0,14,1,5857",cp932
816,5889,"5889,Ｊａｐａｎ　,1,0,0,1,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,21,0,21,0,5889",cp932
817,5901,"5901,東洋製罐グル,1,0,0,1,東洋製罐グループホールディングス,13,0,13,0,5901",cp932
818,5902,"5902,ホッカンホー,1,0,0,1,ホッカンホールディングス,13,0,13,0,5902",cp932
819,5911,"5911,横河ブリッジ,1,0,0,1,横河ブリッジホールディングス,13,0,13,0,5911",cp932
820,5929,"5929,三和ホールデ,1,0,0,1,三和ホールディングス,13,0,13,1,5929",cp932
821,5930,"5930,文化シヤッタ,1,0,0,1,文化シヤッター,13,0,13,0,5930",cp932
822,5932,"5932,三協立山,1,0,0,1,三協立山,13,0,13,0,5932",cp932
823,5933,"5933,アルインコ,1,0,0,1,アルインコ,13,0,13,0,5933",cp932
824,5938,"5938,ＬＩＸＩＬ,1,0,0,1,ＬＩＸＩＬ,13,0,13,0,5938",cp932
825,5943,"5943,ノーリツ,1,1,0,1,ノーリツ,13,0,13,0,5943",cp932
826,5946,"5946,長府製作所,1,0,0,1,長府製作所,13,0,13,0,5946",cp932
827,5947,"5947,リンナイ,1,0,0,1,リンナイ,13,0,13,1,5947",cp932
828,5949,"5949,ユニプレス,1,0,0,1,ユニプレス,17,0,17,0,5949",cp932
829,5957,"5957,日東精工,1,0,0,1,日東精工,13,0,13,0,5957",cp932
830,5959,"5959,岡部,1,0,0,1,岡部,13,0,13,0,5959",cp932
831,5970,"5970,ジーテクト,1,1,0,1,ジーテクト,13,0,13,0,5970",cp932
832,5975,"5975,東プレ,1,0,0,1,東プレ,13,0,13,0,5975",cp932
833,5976,"5976,高周波熱錬,1,0,0,1,高周波熱錬,13,0,13,0,5976",cp932
834,5981,"5981,東京製綱,1,0,0,1,東京製綱,13,0,13,0,5981",cp932
835,5988,"5988,パイオラック,1,0,0,1,パイオラックス,13,0,13,0,5988",cp932
836,5989,"5989,エイチワン,1,0,0,1,エイチワン,13,0,13,0,5989",cp932
837,5991,"5991,日本発條,1,1,0,1,日本発條,13,0,13,0,5991",cp932
838,6005,"6005,三浦工業,1,1,0,1,三浦工業,15,0,15,1,6005",cp932
839,6013,"6013,タクマ,1,1,0,1,タクマ,15,0,15,0,6013",cp932
840,6027,"6027,弁護士ドット,1,0,0,1,弁護士ドットコム,33,0,33,0,6027",cp932
841,6028,"6028,テクノプロ・,1,0,0,1,テクノプロ・ホールディングス,33,0,33,1,6028",cp932
842,6036,"6036,ＫｅｅＰｅｒ,1,0,0,1,ＫｅｅＰｅｒ技研,33,0,33,0,6036",cp932
843,6047,"6047,Ｇｕｎｏｓｙ,1,1,0,1,Ｇｕｎｏｓｙ,33,0,33,0,6047",cp932
844,6050,"6050,イー・ガーデ,1,0,0,1,イー・ガーディアン,33,0,33,0,6050",cp932
845,6055,"6055,ジャパンマテ,1,0,0,1,ジャパンマテリアル,33,0,33,1,6055",cp932
846,6058,"6058,ベクトル,1,0,0,1,ベクトル,33,0,33,0,6058",cp932
847,6062,"6062,チャーム・ケ,1,0,0,1,チャーム・ケア・コーポレーション,33,0,33,0,6062",cp932
848,6070,"6070,キャリアリン,1,0,0,1,キャリアリンク,33,0,33,0,6070",cp932
849,6071,"6071,ＩＢＪ,1,0,0,1,ＩＢＪ,33,0,33,0,6071",cp932
850,6073,"6073,アサンテ,1,1,0,1,アサンテ,33,0,33,0,6073",cp932
851,6078,"6078,バリューＨＲ,1,0,0,1,バリューＨＲ,33,0,33,0,6078",cp932
852,6080,"6080,Ｍ＆Ａキャピ,1,0,0,1,Ｍ＆Ａキャピタルパートナーズ,33,0,33,0,6080",cp932
853,6088,"6088,シグマクシス,1,0,0,1,シグマクシス・ホールディングス,33,0,33,0,6088",cp932
854,6089,"6089,ウィルグルー,1,0,0,1,ウィルグループ,33,0,33,0,6089",cp932
855,6095,"6095,メドピア,1,0,0,1,メドピア,33,0,33,0,6095",cp932
856,6098,"6098,リクルートホ,1,0,1,1,リクルートホールディングス,33,0,33,1,6098",cp932
857,6099,"6099,エラン,1,0,0,1,エラン,33,0,33,0,6099",cp932
858,6101,"6101,ツガミ,1,1,0,1,ツガミ,15,0,15,0,6101",cp932
859,6103,"6103,オークマ,1,1,1,1,オークマ,15,0,15,0,6103",cp932
